URL,Spoken name
https://www.netflix.com/browse/,Netflix
https://www.twitch.tv/,twitch
https://www.viki.com/,viki
https://www.youtube.com/feed/subscriptions/,youtube
https://www.messenger.com/,messenger
https://calendar.google.com/calendar/u/0/r,calendar
https://www.amazon.com/gp/video/storefront/ref=atv_hm_hom_c_9zZ8D2_1_0,prime
https://docs.google.com/spreadsheets/d/1zX-UDp-4clJEoSp-uOgBGui9BtnE1EDxDqe7hKRWTE0/edit#gid=0,dramatic
